customer,frequency,recency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass
Annalise Botsford,1,18,38,2,4,4,244
Annalise Hickle,2,38,124,2,2,1,221
Annalise Reichel,1,26,67,2,4,3,243
Annalise Tromp,1,8,69,1,4,2,142
Annamae Connelly,1,85,72,4,4,2,442
Annamarie Corwin PhD,1,21,45,2,4,3,243
Annamarie Torp MD,1,55,27,3,4,4,344
Anne Dickinson DVM,1,78,52,4,4,3,443
Anne Sporer DVM,1,19,20,2,4,4,244
Anneliese Prohaska,1,51,75,3,4,2,342
Annemarie Larson PhD,4,21,215,2,1,1,211
Anner Gibson,2,42,104,3,2,2,322
Anner Parisian,1,62,22,4,4,4,444
Annetta Dibbert,1,46,62,3,4,3,343
Annetta Roob DVM,1,23,23,2,4,4,244
Annice Collins,1,68,34,4,4,4,444
Annie Hilll PhD,1,22,42,2,4,4,244
Annie Schiller,4,54,177,3,1,1,311
Annika Feest,2,60,141,4,2,1,421
Annika Monahan DDS,1,66,68,4,4,2,442
Annis Runte,1,19,57,2,4,3,243
Annis Volkman,2,16,92,2,2,2,222
Annmarie Dicki DVM,1,10,45,1,4,3,143
Annmarie Hudson,1,47,75,3,4,2,342
Ansel Renner V,2,12,107,1,2,1,121
Ansley Cruickshank,1,21,26,2,4,4,244
Ansley Kirlin DVM,4,12,208,1,1,1,111
Ansley Larson PhD,1,46,76,3,4,2,342
Ansley Zieme,1,18,78,2,4,2,242
Anson Tremblay,7,5,347,1,1,1,111
Anthony Herman,1,28,27,2,4,4,244
Anthony Hoppe,1,34,72,2,4,2,242
Antione Sipes,1,3,60,1,4,3,143
Antionette Nitzsche DVM,1,68,33,4,4,4,444
Antoine Franecki,3,6,207,1,1,1,111
Antoinette Zulauf,1,28,62,2,4,3,243
Anton Bogan,1,13,48,2,4,3,243
Anton Dicki,1,10,53,1,4,3,143
Anton Moen,1,15,68,2,4,2,242
Antone Morissette,2,2,78,1,2,2,122
Antonetta Wyman,1,83,68,4,4,2,442
Antonette Heathcote,1,82,72,4,4,2,442
Antonina Hudson MD,1,29,64,2,4,3,243
Antonina Rippin,1,1,42,1,4,4,144
Antonio Bechtelar V,2,30,101,2,2,2,222
Antonio Schiller,1,6,52,1,4,3,143
Antony Terry,1,1,71,1,4,2,142
Antwain Hauck,1,29,71,2,4,2,242
Antwain Kutch,2,5,113,1,2,1,121
Anya Schaefer,1,88,24,4,4,4,444
Ara Block,1,22,78,2,4,2,242
Ara Reilly,2,78,133,4,2,1,421
Araceli Hayes,1,19,54,2,4,3,243
Aracely Bednar,2,38,128,2,2,1,221
Aracely Nitzsche,1,68,51,4,4,3,443
Arah Heathcote MD,4,10,203,1,1,1,111
Arah McKenzie,1,81,25,4,4,4,444
Arba Yundt,1,26,67,2,4,3,243
Arbie Senger,4,6,175,1,1,1,111
Arbie Strosin,9,1,487,1,1,1,111
Arch Fritsch,1,21,38,2,4,4,244
Archer Lebsack,3,12,115,1,1,1,111
Archie Abernathy,1,3,60,1,4,3,143
Archie Kessler,2,39,79,3,2,2,322
Ardath Moen,1,41,67,3,4,3,343
Ardath Smitham,1,64,20,4,4,4,444
Ardelia Little,5,4,286,1,1,1,111
Ardell Boehm,2,12,105,1,2,2,122
Ardell Kilback III,1,56,40,3,4,4,344
Ardell O'Keefe,4,42,257,3,1,1,311
Ardell Vandervort,3,3,137,1,1,1,111
Ardelle Hickle,7,4,470,1,1,1,111
Ardelle Kshlerin,1,11,37,1,4,4,144
Ardeth Carroll,1,9,74,1,4,2,142
Ardeth Gislason,1,61,56,4,4,3,443
Ardyce Hermann,1,8,30,1,4,4,144
Areli Larkin,1,79,74,4,4,2,442
Arely Krajcik,1,37,62,2,4,3,243
Aretha Farrell,1,31,38,2,4,4,244
Aretha Grimes,2,66,120,4,2,1,421
Argie Champlin,2,25,142,2,2,1,221
Argie Schowalter DDS,1,24,42,2,4,4,244
Ari Haag,1,57,55,3,4,3,343
Ariana Adams,2,4,77,1,2,2,122
Ariana Leuschke,1,71,26,4,4,4,444
Ariana Swaniawski,1,69,67,4,4,3,443
Ariane Hansen,1,88,42,4,4,4,444
Ariane Littel,2,35,83,2,2,2,222
Aric Dibbert,1,81,28,4,4,4,444
Aric Kulas,2,6,135,1,2,1,121
Arie Bradtke,1,47,41,3,4,4,344
Arie Farrell,1,31,55,2,4,3,243
Arie Gaylord,1,1,45,1,4,3,143
Arie Koepp,1,12,54,1,4,3,143
Ariel Yundt,5,8,233,1,1,1,111
Ariella Emmerich PhD,1,36,53,2,4,3,243
Ariella Tillman,1,43,37,3,4,4,344
Arielle Barrows,2,10,78,1,2,2,122
Arielle Nienow,1,40,78,3,4,2,342
Arielle Schultz,9,2,591,1,1,1,111
Arizona Heller,1,57,28,3,4,4,344
Arizona Muller,7,14,386,2,1,1,211
Arizona Schiller DVM,1,14,54,2,4,3,243
Arjun Mosciski PhD,1,28,75,2,4,2,242
Arjun Mraz V,3,4,119,1,1,1,111
Arkie Spinka,1,74,47,4,4,3,443
Arla Renner,9,5,450,1,1,1,111
Arlan Lubowitz MD,1,61,68,4,4,2,442
Arleen Satterfield,2,40,76,3,2,2,322
Arlen Gulgowski I,1,63,34,4,4,4,444
Arlen Kovacek III,4,3,227,1,1,1,111
Arlena O'Keefe DDS,1,17,20,2,4,4,244
Arlene Rippin,2,23,113,2,2,1,221
Arlene Skiles,5,80,245,4,1,1,411
Arletta Bradtke,1,5,75,1,4,2,142
Arley McDermott V,1,7,54,1,4,3,143
Arlie Brekke IV,1,26,51,2,4,3,243
Arlie Gleichner,1,41,45,3,4,3,343
Arlie Kassulke,1,81,69,4,4,2,442
Arlie Watsica,1,74,20,4,4,4,444
Arline Jewess,1,89,52,4,4,3,443
Arlington Stanton,1,62,27,4,4,4,444
Arlis Senger,4,67,195,4,1,1,411
Arlis Weber,1,77,21,4,4,4,444
Arlo Bode,1,5,42,1,4,4,144
Arlo Grimes,1,60,47,4,4,3,443
Arlo Kautzer IV,1,59,32,3,4,4,344
Arlo Larkin DDS,1,68,80,4,4,2,442
Arlyn Dickinson,1,76,53,4,4,3,443
Arlyn Hilpert,1,83,52,4,4,3,443
Arlyne Krajcik,1,11,22,1,4,4,144
Arlyne Schroeder,2,32,78,2,2,2,222
Armando Mueller,1,57,46,3,4,3,343
Armando Rutherford,2,67,83,4,2,2,422
Armani Altenwerth DDS,1,1,63,1,4,3,143
Armani Bernhard,2,80,109,4,2,1,421
Armida Hessel,1,13,49,2,4,3,243
Armin Bartoletti,1,6,63,1,4,3,143
Armin Berge IV,1,72,59,4,4,3,443
Armin Renner IV,1,19,36,2,4,4,244
Arminda Swift,1,89,36,4,4,4,444
Arminta Howell,2,3,62,1,2,3,123
Arminta Reichert,1,24,74,2,4,2,242
Armond Mohr,2,12,144,1,2,1,121
Armond Moore,10,1,475,1,1,1,111
Arnav Stiedemann,1,73,60,4,4,3,443
Arne Nicolas,1,45,65,3,4,3,343
Arne Purdy I,2,62,93,4,2,2,422
Arne Will,2,49,119,3,2,1,321
Arnett Little PhD,6,11,358,1,1,1,111
Arnett Waters,3,27,122,2,1,1,211
Arnetta Bernier,1,4,64,1,4,3,143
Arnetta Kuphal,3,74,107,4,1,1,411
Arnie Dickinson,1,42,79,3,4,2,342
Arno Blick,1,81,37,4,4,4,444
Arno Dicki,2,46,88,3,2,2,322
Arnold Hansen,2,53,95,3,2,2,322
Arnoldo DuBuque,2,33,137,2,2,1,221
Arnoldo Haley,1,84,25,4,4,4,444
Arnoldo Quigley,1,55,44,3,4,4,344
Arnulfo Gleason,1,85,36,4,4,4,444
Arnulfo Gusikowski,1,90,50,4,4,3,443
Aron Block,1,68,46,4,4,3,443
Aron Leannon,1,73,59,4,4,3,443
Arrie Tillman,1,54,45,3,4,3,343
Arron Bergstrom,1,54,80,3,4,2,342
Arron Kirlin,1,37,51,2,4,3,243
Arron Wintheiser,3,7,161,1,1,1,111
Arsenio Barrows,1,47,66,3,4,3,343
Arsenio Herman MD,1,4,66,1,4,3,143
Arsenio Kling,2,12,96,1,2,2,122
Arsenio Rice,1,46,51,3,4,3,343
Arsenio Wolff,1,75,74,4,4,2,442
Art Feil,3,10,112,1,1,1,111
Art Hyatt III,1,44,35,3,4,4,344
Art Nienow,3,53,132,3,1,1,311
Arta Rogahn,1,72,58,4,4,3,443
Artelia Davis DDS,1,53,35,3,4,4,344
Arther O'Hara,1,89,51,4,4,3,443
Arthor Corwin,2,50,51,3,2,3,323
Artie Huels Jr.,1,47,30,3,4,4,344
Artis Walker,2,41,102,3,2,2,322
Arturo D'Amore,1,81,29,4,4,4,444
Arturo Rath,1,31,68,2,4,2,242
Arturo Rau,2,46,92,3,2,2,322
Arturo Wolf,2,6,50,1,2,3,123
Arvel Wehner,2,6,82,1,2,2,122
Arvid Olson,1,54,45,3,4,3,343
Arvil Goodwin,2,29,127,2,2,1,221
Arvilla Prosacco,2,6,88,1,2,2,122
Arvilla Rohan,1,27,57,2,4,3,243
Arvin Beatty,1,26,53,2,4,3,243
Aryan Bahringer,1,33,32,2,4,4,244
Aryan Hand,1,19,42,2,4,4,244
Aryan Wintheiser,1,4,75,1,4,2,142
Aryana King MD,1,43,75,3,4,2,342
Aryana Price,2,11,54,1,2,3,123
Asa Hayes DVM,1,4,57,1,4,3,143
Asa Jast,1,8,71,1,4,2,142
Asberry Graham II,3,15,125,2,1,1,211
Asbury Bradtke,1,90,57,4,4,3,443
Asbury Olson,2,65,118,4,2,1,421
Asha Ankunding,1,42,26,3,4,4,344
Ashby Beer,6,5,247,1,1,1,111
Ashby Fisher,2,5,135,1,2,1,121
Ashby Hudson V,2,5,54,1,2,3,123
Ashely Dibbert,2,81,148,4,2,1,421
Asher Kiehn,1,7,50,1,4,3,143
Asher Mosciski,1,60,58,4,4,3,443
Ashlee Collins,1,46,20,3,4,4,344
Ashlee Grant,3,3,117,1,1,1,111
Ashlee Morissette,1,59,67,3,4,3,343
Ashleigh Crist,1,89,60,4,4,3,443
Ashleigh Eichmann,4,25,134,2,1,1,211
Ashleigh Hudson,1,63,78,4,4,2,442
Ashleigh Lakin DVM,1,85,22,4,4,4,444
Ashley Feest PhD,1,22,37,2,4,4,244
Ashley Thiel,2,30,89,2,2,2,222
Ashli Glover DDS,1,45,58,3,4,3,343
Ashli Morissette,2,47,93,3,2,2,322
Ashly Larson,1,18,35,2,4,4,244
Ashton Orn,2,37,137,2,2,1,221
Ashton Trantow,5,12,295,1,1,1,111
Ashton Wintheiser,1,57,39,3,4,4,344
Ashtyn Rice,2,88,80,4,2,2,422
Asia Dickinson,1,27,46,2,4,3,243
Asia McLaughlin,12,5,564,1,1,1,111
Ason Williamson,2,75,99,4,2,2,422
Aspen Bode,3,13,131,2,1,1,211
Assunta Greenfelder,1,19,33,2,4,4,244
Astrid Hane,2,3,79,1,2,2,122
Atha Barrows,2,35,122,2,2,1,221
Atha Mayer,1,74,66,4,4,3,443
Atha Stamm I,3,0,122,1,1,1,111
Athena Gaylord,1,31,78,2,4,2,242
Atlas Haag,2,47,109,3,2,1,321
Atticus McClure,1,14,75,2,4,2,242
Attilio Deckow,1,79,20,4,4,4,444
Attilio Miller IV,3,52,108,3,1,1,311
Attilio Morissette,3,41,151,3,1,1,311
Attilio Nolan,1,2,32,1,4,4,144
Attilio Pfannerstill,1,55,69,3,4,2,342
Aubra Nienow V,1,52,75,3,4,2,342
Aubree Mosciski,1,73,27,4,4,4,444
Aubrey Runolfsson Jr.,1,69,50,4,4,3,443
Aubrey Witting,1,89,24,4,4,4,444
Aubrie Turner,2,13,87,2,2,2,222
Audie Reynolds,2,28,80,2,2,2,222
Audie Tillman,3,6,188,1,1,1,111
Audley Walker,3,5,176,1,1,1,111
Audriana Ernser DVM,1,64,31,4,4,4,444
Audriana Jakubowski,7,27,345,2,1,1,211
Audrianna Hegmann,1,63,62,4,4,3,443
Audrina Jacobi,1,5,36,1,4,4,144
Audrina Rosenbaum,2,21,104,2,2,2,222
Audrina White,1,4,56,1,4,3,143
Audry Bosco,1,89,42,4,4,4,444
Audry Koch,1,11,61,1,4,3,143
Audy Hammes PhD,1,46,34,3,4,4,344
Audy Schamberger,7,12,438,1,1,1,111
August Koelpin,1,47,43,3,4,4,344
Augusta Mohr,2,4,119,1,2,1,121
Augustina Bergstrom MD,3,5,200,1,1,1,111
Augustina Bruen DDS,6,27,381,2,1,1,211
Augustina Kuphal,3,12,133,1,1,1,111
Augustine Flatley,3,45,140,3,1,1,311
Augustus Franecki,1,66,49,4,4,3,443
Augustus Predovic,2,89,97,4,2,2,422
Aura Hickle,4,33,198,2,1,1,211
Aura Rosenbaum,1,68,48,4,4,3,443
Aurelia Huel,3,12,146,1,1,1,111
Aurelia Kuhn DVM,1,18,43,2,4,4,244
Aurelia Robel DVM,2,47,119,3,2,1,321
Aurelia Schowalter,1,40,77,3,4,2,342
Aurelio Hermiston,4,2,195,1,1,1,111
Aurilla Satterfield DDS,2,32,83,2,2,2,222
Aurora Block,1,44,44,3,4,4,344
Aurore Stracke,1,84,45,4,4,3,443
Aurthur Kirlin II,1,46,60,3,4,3,343
Austen Buckridge,1,30,38,2,4,4,244
Auston Walter,1,62,45,4,4,3,443
Austyn Jerde,1,68,28,4,4,4,444
Austyn Schuppe,1,38,46,2,4,3,243
Auther Haley,1,8,23,1,4,4,144
Auther Lind,1,1,50,1,4,3,143
Auther Rath,1,18,50,2,4,3,243
Auther Rippin,1,89,71,4,4,2,442
Authur Hagenes,2,12,70,1,2,2,122
Authur Kessler,1,29,41,2,4,4,244
Authur Nicolas PhD,1,34,43,2,4,4,244
Authur Turcotte,1,88,75,4,4,2,442
Ava Windler,1,51,33,3,4,4,344
Avah Oberbrunner,1,47,59,3,4,3,343
Avah Schneider,1,34,58,2,4,3,243
Averi Gerhold MD,1,89,66,4,4,3,443
Averie Streich,2,59,115,3,2,1,321
Avery Bartoletti,5,6,193,1,1,1,111
Avery Dare,9,4,434,1,1,1,111
Avery Rosenbaum,1,12,61,1,4,3,143
Avis Doyle DDS,1,52,30,3,4,4,344
Avis Kuhic,2,31,114,2,2,1,221
Avis Kulas,1,15,75,2,4,2,242
Axel Gleichner,2,16,102,2,2,2,222
Axel Jenkins,1,20,32,2,4,4,244
Ayaan Ebert,1,23,29,2,4,4,244
Ayaan Wiza,1,74,52,4,4,3,443
Ayanna Collins,1,28,76,2,4,2,242
Ayanna Gutkowski,1,4,28,1,4,4,144
Ayanna Johnston,1,73,24,4,4,4,444
Ayanna Kuhn,1,72,30,4,4,4,444
Ayanna Mayert,2,19,65,2,2,3,223
Ayden Champlin DDS,4,25,203,2,1,1,211
Ayden Grimes,4,4,177,1,1,1,111
Aydin Maggio DDS,2,23,104,2,2,2,222
Ayesha Carroll,2,73,158,4,2,1,421
Ayesha Connelly,1,26,36,2,4,4,244
Ayleen Zemlak,1,24,24,2,4,4,244
Aylin Cummings,3,5,154,1,1,1,111
Aylin Lowe,2,42,96,3,2,2,322
Azalee Cartwright,1,29,45,2,4,3,243
Azaria Grant,1,82,31,4,4,4,444
Azariah Lubowitz,1,7,26,1,4,4,144
Azul Wehner,2,12,146,1,2,1,121
Babe Haag,1,62,65,4,4,3,443
Babette Howell,3,28,103,2,1,2,212
Baby Nitzsche,2,47,62,3,2,3,323
Baby Spencer,1,11,27,1,4,4,144
Bailee Erdman DDS,1,37,64,2,4,3,243
Bailee Feil,1,17,38,2,4,4,244
Bailey Gleichner PhD,2,45,78,3,2,2,322
Baker Lebsack,2,18,72,2,2,2,222
Baker Medhurst,1,59,26,3,4,4,344
Baldwin Ebert II,1,68,22,4,4,4,444
Ballard Jast,2,11,76,1,2,2,122
Ballard Kirlin,1,40,29,3,4,4,344
Bambi Maggio,1,81,39,4,4,4,444
Banks Gorczany,4,36,238,2,1,1,211
Barb Weber DDS,1,31,44,2,4,4,244
Barbra Hilll,1,75,75,4,4,2,442
Barnard Gleichner,1,42,79,3,4,2,342
Barnett Reichel,3,11,153,1,1,1,111
Barney Brakus,1,12,63,1,4,3,143
Baron Wintheiser,1,82,27,4,4,4,444
Barrett Schuster Jr.,1,7,32,1,4,4,144
Barrett Turcotte DVM,1,52,57,3,4,3,343
Barrie Bayer DVM,2,46,51,3,2,3,323
Barrie Donnelly,1,39,29,3,4,4,344
Bartley Bayer,1,75,40,4,4,4,444
Bartley Collier,2,36,88,2,2,2,222
Barton Hartmann,1,66,68,4,4,2,442
Barton Ryan,1,45,31,3,4,4,344
Bascom Batz,1,27,74,2,4,2,242
Bascom Little,1,33,50,2,4,3,243
Bascom Prosacco,1,47,32,3,4,4,344
Baxter White,1,43,69,3,4,2,342
Bayard Johnston,2,47,105,3,2,2,322
Bayard VonRueden,3,18,149,2,1,1,211
Baylee Barton,2,49,87,3,2,2,322
Baylee Turner,7,5,351,1,1,1,111
Baylie Hauck,3,15,90,2,1,2,212
Bea Considine,2,10,127,1,2,1,121
Bea Hansen,1,17,76,2,4,2,242
Beadie Goodwin,1,38,40,2,4,4,244
Beatrice Jaskolski,1,41,78,3,4,2,342
Beatriz Barrows,1,21,31,2,4,4,244
Beatriz Beatty,1,33,63,2,4,3,243
Beaulah Keebler,1,60,74,4,4,2,442
Bebe Cruickshank DVM,1,1,56,1,4,3,143
Beckett Bahringer I,1,58,22,3,4,4,344
Beckett Hamill,1,46,21,3,4,4,344
Beckett Littel,3,78,136,4,1,1,411
Beckham Witting,3,31,177,2,1,1,211
Beckham Wyman,1,68,53,4,4,3,443
Beda Daugherty,1,59,44,3,4,4,344
Beda Lowe,2,72,105,4,2,2,422
Beda Paucek,1,22,37,2,4,4,244
Bedford Breitenberg,2,56,105,3,2,2,322
Bedford Little,1,52,36,3,4,4,344
Bedford Runte III,1,57,23,3,4,4,344
Bee Klein DDS,2,6,61,1,2,3,123
Bee West,4,45,231,3,1,1,311
Beecher Hilpert,4,5,221,1,1,1,111
Beecher Monahan,4,11,195,1,1,1,111
Beecher Volkman,1,89,48,4,4,3,443
Belia Moen,1,47,41,3,4,4,344
Bell Johns,3,6,115,1,1,1,111
Bell Romaguera,2,35,108,2,2,1,221
Bella Altenwerth,1,40,21,3,4,4,344
Bella Ebert DDS,1,81,47,4,4,3,443
Bella Stokes MD,1,27,78,2,4,2,242
Bella Thiel PhD,2,61,116,4,2,1,421
Belle Anderson DDS,1,18,33,2,4,4,244
Belle Brekke,1,47,25,3,4,4,344
Belle Grady,1,35,45,2,4,3,243
Belton Roob,1,32,66,2,4,3,243
Ben Heathcote,1,83,78,4,4,2,442
Bena Keeling,4,10,207,1,1,1,111
Benard Bayer,1,88,47,4,4,3,443
Benard Runte,1,50,45,3,4,3,343
Benard Tillman,1,17,75,2,4,2,242
Benard Wunsch I,1,88,73,4,4,2,442
Benedict Hamill,2,68,124,4,2,1,421
Benedict Kutch,1,64,78,4,4,2,442
Benito Quigley,1,57,50,3,4,3,343
Benjaman O'Hara,1,58,59,3,4,3,343
Benjamen Hoppe,1,39,53,3,4,3,343
Benjamin Barton,1,46,53,3,4,3,343
Benjamin Bode,1,53,62,3,4,3,343
Benjamin Hane Jr.,3,24,153,2,1,1,211
Benjamin Marks,1,43,35,3,4,4,344
Benjamin Runolfsson,1,16,59,2,4,3,243
Benjamine Bechtelar,2,4,103,1,2,2,122
Benjamine Jones,1,38,46,2,4,3,243
Benjamine Murazik,1,46,32,3,4,4,344
Benjamine Schroeder PhD,1,5,74,1,4,2,142
Benji Jacobson,2,39,98,3,2,2,322
Benjiman Beatty,1,73,58,4,4,3,443
Benjiman Stracke,4,60,199,4,1,1,411
Bennett Beatty,1,85,37,4,4,4,444
Bennett Gleason,2,68,83,4,2,2,422
Bennett Gleichner,7,3,390,1,1,1,111
Bennett Kemmer,6,29,303,2,1,1,211
Bennie Kerluke,1,11,78,1,4,2,142
Bennie Kunze,2,6,80,1,2,2,122
Bennie Romaguera,2,12,79,1,2,2,122
Bennie Sauer II,1,46,52,3,4,3,343
Bennie Weissnat,1,40,35,3,4,4,344
Benson Schulist,2,74,111,4,2,1,421
Bentley Shields,3,6,166,1,1,1,111
Benton O'Conner,1,14,80,2,4,2,242
Benton Spencer,2,82,105,4,2,2,422
Benton Stiedemann,2,60,110,4,2,1,421
Berdie Boehm,1,42,60,3,4,3,343
Berenice Jacobs,1,75,77,4,4,2,442
Berenice Kuhlman,2,60,106,4,2,2,422
Berenice Schneider,1,0,61,1,4,3,143
Berkley Ernser DDS,2,43,99,3,2,2,322
Berkley McKenzie DVM,1,2,26,1,4,4,144
Berlin Powlowski,3,31,151,2,1,1,211
Bernadine Gusikowski,1,9,44,1,4,4,144
Bernadine McGlynn,1,46,61,3,4,3,343
Bernadine Paucek,1,26,63,2,4,3,243
Bernard Bruen,1,44,23,3,4,4,344
Bernardine Kozey,2,9,100,1,2,2,122
Bernardo Berge,2,83,97,4,2,2,422
Bernardo Greenholt,1,81,67,4,4,3,443
Bernardo Johnston,2,14,123,2,2,1,221
Bernardo Koelpin,1,11,71,1,4,2,142
Bernardo Wilkinson,1,10,28,1,4,4,144
Berneice Jacobson,2,9,111,1,2,1,121
Bernetta Kerluke,1,2,53,1,4,3,143
Bernetta O'Conner,1,29,57,2,4,3,243
Bernhard Grimes,1,81,65,4,4,3,443
Bernhard Lind,1,66,32,4,4,4,444
Bernice Bahringer,1,4,66,1,4,3,143
Bernice Kihn,1,67,40,4,4,4,444
Bernice Klein,1,45,43,3,4,4,344
Bernie Moen DDS,3,6,76,1,1,2,112
Berniece Brekke DDS,2,46,103,3,2,2,322
Berniece Gibson,1,63,53,4,4,3,443
Berniece Kerluke DVM,1,31,75,2,4,2,242
Berniece Weber,2,47,147,3,2,1,321
Bernita Wolff,2,4,124,1,2,1,121
Berta Aufderhar,2,11,80,1,2,2,122
Berta Barrows,8,3,375,1,1,1,111
Berta Johnson,2,8,108,1,2,1,121
Berta Sauer DVM,1,35,47,2,4,3,243
Bertha Gutkowski,1,53,53,3,4,3,343
Bertie Conn,1,21,49,2,4,3,243
Bertie Gleichner,1,43,36,3,4,4,344
Bertie Stanton,2,39,94,3,2,2,322
Bertie Wunsch,1,27,57,2,4,3,243
Bertina Kovacek,2,70,114,4,2,1,421
Bertina Oberbrunner,1,3,68,1,4,2,142
Bertina Renner MD,2,37,85,2,2,2,222
Berton Boyer DVM,7,1,290,1,1,1,111
Berton Denesik II,5,13,259,2,1,1,211
Berton Franecki,1,35,52,2,4,3,243
Berton Hoeger,1,69,41,4,4,4,444
Berton Kuhlman,1,59,47,3,4,3,343
Bertram Quitzon II,6,4,305,1,1,1,111
Bertrand Sipes,1,6,68,1,4,2,142
Beryl Cummerata,1,9,77,1,4,2,142
Beryl McLaughlin,1,87,65,4,4,3,443
Beryl Pfannerstill,1,67,27,4,4,4,444
Beryl Waelchi,2,11,103,1,2,2,122
Bess Bogan,14,2,746,1,1,1,111
Bess Cruickshank,1,81,47,4,4,3,443
Bess Howell,1,66,78,4,4,2,442
Bess Walker,1,88,33,4,4,4,444
Bessie Kub,5,18,223,2,1,1,211
Bessie Schultz,2,5,95,1,2,2,122
Beth Klocko,1,1,30,1,4,4,144
Betha Predovic,1,13,58,2,4,3,243
Bethann Sporer,3,43,182,3,1,1,311
Bethany Flatley,2,47,45,3,2,3,323
Bethany Hane,2,10,117,1,2,1,121
Bethany Kovacek,1,80,76,4,4,2,442
Bethel Wunsch,1,33,59,2,4,3,243
Betsey O'Hara,2,30,122,2,2,1,221
Bettina Aufderhar,1,1,48,1,4,3,143
Bettina Hagenes,3,6,173,1,1,1,111
Bettye Schumm DDS,1,12,39,1,4,4,144
Bettyjane Schmitt,1,9,63,1,4,3,143
Bettyjane Stamm DVM,1,73,69,4,4,2,442
Bettyjane Stroman MD,1,17,27,2,4,4,244
Bettylou Balistreri DVM,2,12,111,1,2,1,121
Bettylou Cummerata,1,28,39,2,4,4,244
Bettylou Maggio DDS,1,51,44,3,4,4,344
Beula Kuphal,3,47,162,3,1,1,311
Beula VonRueden,1,39,32,3,4,4,344
Beulah Schmeler,2,12,144,1,2,1,121
Beverlee Johnston DDS,1,20,57,2,4,3,243
Beverlee Lindgren,1,87,36,4,4,4,444
Beverlee Schaden,1,42,68,3,4,2,342
Beverley Davis DVM,1,12,64,1,4,3,143
Beverley Kunze MD,1,40,30,3,4,4,344
Beverly Rogahn,1,68,47,4,4,3,443
Beyonce Gutmann,3,12,154,1,1,1,111
Beyonce Purdy,1,44,43,3,4,4,344
Bianca Donnelly MD,1,60,69,4,4,2,442
Bianca Wintheiser,1,86,77,4,4,2,442
Biddie Bergnaum,1,87,80,4,4,2,442
Biddie Buckridge,1,38,32,2,4,4,244
Biddie Fritsch DVM,1,66,53,4,4,3,443
Biddie Langosh,1,54,66,3,4,3,343
Biddie Leffler,1,77,45,4,4,3,443
Biddie Marvin,1,55,66,3,4,3,343
Biddie Pagac,1,19,46,2,4,3,243
Biddie Swift,1,3,39,1,4,4,144
Bilal Hahn,1,40,72,3,4,2,342
Bilal West,1,2,36,1,4,4,144
Bill Grant,1,6,73,1,4,2,142
Billie Bartoletti,1,35,46,2,4,3,243
Billie Corkery,4,8,182,1,1,1,111
Billie Hansen DVM,4,47,163,3,1,1,311
Billie O'Hara,1,90,70,4,4,2,442
Billie Parisian,4,5,227,1,1,1,111
Billie Schamberger,1,54,53,3,4,3,343
Billie Tromp DDS,1,3,74,1,4,2,142
Billy Dooley,1,24,59,2,4,3,243
Billy Hickle,1,6,46,1,4,3,143
Billy Okuneva,2,12,95,1,2,2,122
Billy Sauer,1,89,42,4,4,4,444
Billy Schmidt,1,80,78,4,4,2,442
Billy Wiegand,2,4,146,1,2,1,121
Billye Sauer,1,43,64,3,4,3,343
Bird Bayer PhD,4,40,233,3,1,1,311
Bird Harber,2,64,89,4,2,2,422
Bird Larkin,1,63,20,4,4,4,444
Birdella Cartwright,5,15,367,2,1,1,211
Birdie Kuphal DDS,1,6,35,1,4,4,144
Birt Ankunding,3,14,156,2,1,1,211
Birt White,1,27,63,2,4,3,243
Bjorn Konopelski,1,6,38,1,4,4,144
Bjorn Rosenbaum,14,5,742,1,1,1,111
Blain Lockman,1,81,52,4,4,3,443
Blain Mosciski,1,23,76,2,4,2,242
Blain Simonis,2,55,91,3,2,2,322
Blaine Corwin,1,21,27,2,4,4,244
Blaine Frami,2,45,61,3,2,3,323
Blaine Marquardt,1,42,65,3,4,3,343
Blair Champlin,1,47,66,3,4,3,343
Blair Cormier,3,41,147,3,1,1,311
Blair Erdman PhD,6,2,268,1,1,1,111
Blair Green,2,47,124,3,2,1,321
Blair Stiedemann,2,47,92,3,2,2,322
Blake Kovacek DVM,1,19,24,2,4,4,244
Blake Pfannerstill,1,43,31,3,4,4,344
Blake Rath,2,47,132,3,2,1,321
Blake VonRueden,1,32,35,2,4,4,244
Blake Welch,5,6,245,1,1,1,111
Blanca Bednar,1,21,37,2,4,4,244
Blanca Reichert,1,27,59,2,4,3,243
Blanch Bosco,1,54,66,3,4,3,343
Blanch Daniel,2,17,61,2,2,3,223
Blanchard McGlynn,1,65,76,4,4,2,442
Blanche Rath,1,20,25,2,4,4,244
Blane Dietrich,1,36,59,2,4,3,243
Blas Balistreri I,1,89,60,4,4,3,443
Blas Russel,1,18,39,2,4,4,244
Blas Towne,1,45,75,3,4,2,342
Blas Zulauf,3,5,127,1,1,1,111
Bluford Bernhard,1,34,73,2,4,2,242
Bluford DuBuque,1,49,52,3,4,3,343
Bluford Jewess DVM,1,47,26,3,4,4,344
Bo Zulauf,2,30,111,2,2,1,221
Bob Hirthe,3,3,155,1,1,1,111
Bob Reichert,1,15,37,2,4,4,244
Bob Shanahan,1,13,66,2,4,3,243
Bobbi Halvorson,1,85,32,4,4,4,444
Bobbi Marks DVM,2,81,83,4,2,2,422
Bobbie Greenholt,3,34,148,2,1,1,211
